           0  -1.198059   0.000  0.000  0.000  17  9 13.128309
       10000  -1.253094   0.129  0.294  0.000  18  9 5.432914
       20000  -1.316275   0.125  0.294  0.000  18 10 2.980031
       30000  -1.280734   0.121  0.290  0.000  18 11 6.585499
       40000  -1.324039   0.119  0.290  0.000  16 10 9.795627
       50000  -1.312870   0.116  0.288  0.000  18 11 6.585499
       60000  -1.308928   0.114  0.287  0.000  18 10 2.980031
       70000  -1.201034   0.115  0.287  0.000  16 10 9.795627
       80000  -1.278354   0.114  0.287  0.000  16  9 42.701468
       90000  -1.319914   0.114  0.286  0.000  19 10 4.105165
      100000  -1.261153   0.114  0.287  0.000  19  9 3.303524
      110000  -1.247700   0.115  0.288  0.000  18 10 2.980031
      120000  -1.265387   0.115  0.288  0.000  19 10 4.105165
      130000  -1.287034   0.116  0.289  0.000  19 10 4.105165
      140000  -1.266032   0.116  0.289  0.000  17 10 4.309406
      150000  -1.305639   0.115  0.288  0.000  18 10 2.980031
      160000  -1.292368   0.114  0.288  0.000  18  8 29.689560
      170000  -1.269763   0.113  0.288  0.000  18  7 240.368363
      180000  -1.334917   0.113  0.288  0.000  18  8 29.689560
      190000  -1.334996   0.112  0.287  0.000  18 10 2.980031
      200000  -1.271693   0.112  0.287  0.000  18  9 5.432914
      210000  -1.197076   0.112  0.288  0.000  17  9 13.128309
      220000  -1.198020   0.113  0.289  0.000  16 10 9.795627
      230000  -1.271180   0.112  0.289  0.000  19 11 1148.329025
      240000  -1.331379   0.112  0.289  0.000  19 11 1148.329025
      250000  -1.315807   0.111  0.288  0.000  19 11 1148.329025
      260000  -1.362262   0.110  0.287  0.000  19 11 1148.329025
      270000  -1.193340   0.110  0.287  0.000  14 11 62.755544
      280000  -1.280136   0.110  0.288  0.000  17 10 4.309406
      290000  -1.296969   0.110  0.288  0.000  16 10 9.795627
      300000  -1.280752   0.110  0.288  0.000  15 10 33.577507
      310000  -1.244779   0.111  0.289  0.000  16  9 42.701468
      320000  -1.224645   0.112  0.289  0.000  16  8 322.879519
      330000  -1.263545   0.112  0.289  0.000  13 11 322.632620
      340000  -1.247552   0.112  0.289  0.000  13 12 173.963860
      350000  -1.248757   0.113  0.290  0.000  14 10 184.898998
      360000  -1.247917   0.114  0.290  0.000  15 11 12.456874
      370000  -1.286502   0.114  0.290  0.000  16 12 4.362110
      380000  -1.216802   0.114  0.290  0.000  14 10 184.898998
      390000  -1.132098   0.114  0.291  0.000  14 10 184.898998
      400000  -1.246568   0.115  0.291  0.000  15 11 12.456874
      410000  -1.241598   0.115  0.291  0.000  15  9 212.594437
      420000  -1.243525   0.116  0.292  0.000  15 10 33.577507
      430000  -1.199553   0.116  0.292  0.000  15 10 33.577507
      440000  -1.273252   0.116  0.292  0.000  15 10 33.577507
      450000  -1.327182   0.117  0.292  0.000  18  9 5.432914
      460000  -1.299292   0.116  0.292  0.000  17  9 13.128309
      470000  -1.263853   0.116  0.291  0.000  16 10 9.795627
      480000  -1.293097   0.116  0.291  0.000  16  8 322.879519
      490000  -1.291495   0.116  0.291  0.000  18  9 5.432914
      500000  -1.311686   0.116  0.291  0.000  19  9 3.303524
      510000  -1.298169   0.116  0.291  0.000  16  9 42.701468
      520000  -1.110409   0.116  0.291  0.000  17  9 13.128309
      530000  -1.229554   0.116  0.291  0.000  19  9 3.303524
      540000  -1.333429   0.116  0.291  0.000  18  9 5.432914
      550000  -1.291082   0.116  0.291  0.000  19 10 4.105165
      560000  -1.299168   0.116  0.291  0.000  19 10 4.105165
      570000  -1.334661   0.116  0.290  0.000  19  9 3.303524
      580000  -1.228463   0.116  0.290  0.000  16  9 42.701468
      590000  -1.324623   0.116  0.290  0.000  19  9 3.303524
      600000  -1.297541   0.115  0.290  0.000  18  9 5.432914
      610000  -1.325868   0.115  0.290  0.000  17 10 4.309406
      620000  -1.255764   0.115  0.290  0.000  15  9 212.594437
      630000  -1.297049   0.115  0.290  0.000  19 10 4.105165
      640000  -1.243842   0.115  0.290  0.000  19  9 3.303524
      650000  -1.274249   0.115  0.290  0.000  18  8 29.689560
      660000  -1.288356   0.115  0.290  0.000  17 10 4.309406
      670000  -1.341505   0.115  0.290  0.000  19 10 4.105165
      680000  -1.313529   0.114  0.289  0.000  17  9 13.128309
      690000  -1.254303   0.114  0.289  0.000  16  9 42.701468
      700000  -1.205420   0.114  0.289  0.000  19  9 3.303524
      710000  -1.195348   0.114  0.289  0.000  16  9 42.701468
      720000  -1.263049   0.114  0.290  0.000  18  9 5.432914
      730000  -1.263485   0.114  0.289  0.000  19  9 3.303524
      740000  -1.301841   0.114  0.289  0.000  17  9 13.128309
      750000  -1.288361   0.114  0.289  0.000  19 10 4.105165
      760000  -1.254856   0.114  0.289  0.000  16 10 9.795627
      770000  -1.294635   0.114  0.289  0.000  18  9 5.432914
      780000  -1.232641   0.114  0.289  0.000  17  9 13.128309
      790000  -1.228758   0.114  0.289  0.000  17 10 4.309406
      800000  -1.227286   0.114  0.290  0.000  16  8 322.879519
      810000  -1.325709   0.114  0.290  0.000  18 11 6.585499
      820000  -1.309065   0.114  0.289  0.000  18 11 6.585499
      830000  -1.297498   0.114  0.289  0.000  18 11 6.585499
      840000  -1.246597   0.114  0.289  0.000  16  9 42.701468
      850000  -1.252335   0.114  0.289  0.000  18 11 6.585499
      860000  -1.283944   0.114  0.289  0.000  15 10 33.577507
      870000  -1.212464   0.114  0.289  0.000  16  9 42.701468
      880000  -1.245378   0.114  0.289  0.000  15 11 12.456874
      890000  -1.242062   0.114  0.289  0.000  13 11 322.632620
      900000  -1.312956   0.115  0.289  0.000  16  9 42.701468
      910000  -1.247474   0.115  0.289  0.000  15  9 212.594437
      920000  -1.256253   0.115  0.289  0.000  15 11 12.456874
      930000  -1.306274   0.115  0.289  0.000  17  9 13.128309
      940000  -1.321611   0.115  0.289  0.000  14 10 184.898998
      950000  -1.227748   0.114  0.289  0.000  14 11 62.755544
      960000  -1.264736   0.114  0.290  0.000  16 10 9.795627
      970000  -1.290480   0.114  0.290  0.000  17 10 4.309406
      980000  -1.271293   0.114  0.290  0.000  18 11 6.585499
      990000  -1.188477   0.114  0.290  0.000  16  8 322.879519
     1000000  -1.241751   0.114  0.290  0.000  15  9 212.594437
     1010000  -1.225074   0.114  0.290  0.000  17 11 3.222610
     1020000  -1.209154   0.114  0.290  0.000  17  7 2288.103211
     1030000  -1.248340   0.114  0.290  0.000  17  7 2288.103211
     1040000  -1.247789   0.114  0.290  0.000  17 10 4.309406
     1050000  -1.280999   0.114  0.290  0.000  17 11 3.222610
     1060000  -1.244380   0.114  0.290  0.000  17 11 3.222610
     1070000  -1.241582   0.114  0.290  0.000  19 11 1148.329025
     1080000  -1.275052   0.113  0.290  0.000  19 11 1148.329025
     1090000  -1.326657   0.113  0.290  0.000  19 11 1148.329025
     1100000  -1.245048   0.113  0.290  0.000  19 11 1148.329025
     1110000  -1.255520   0.113  0.290  0.000  19 11 1148.329025
     1120000  -1.285281   0.113  0.289  0.000  19 11 1148.329025
     1130000  -1.329919   0.112  0.289  0.000  19 11 1148.329025
     1140000  -1.313000   0.112  0.289  0.000  19 11 1148.329025
     1150000  -1.310539   0.112  0.289  0.000  19 11 1148.329025
     1160000  -1.278937   0.112  0.289  0.000  19 11 1148.329025
     1170000  -1.272806   0.112  0.289  0.000  19 11 1148.329025
     1180000  -1.340053   0.112  0.289  0.000  19 11 1148.329025
     1190000  -1.271618   0.111  0.289  0.000  18  8 29.689560
     1200000  -1.350249   0.111  0.289  0.000  19 11 1148.329025
     1210000  -1.300350   0.111  0.288  0.000  19 11 1148.329025
     1220000  -1.283204   0.111  0.288  0.000  19 11 1148.329025
     1230000  -1.311376   0.111  0.288  0.000  18  9 5.432914
     1240000  -1.246612   0.111  0.288  0.000  17  7 2288.103211
     1250000  -1.301671   0.111  0.288  0.000  19 11 1148.329025
     1260000  -1.323294   0.111  0.288  0.000  17 11 3.222610
     1270000  -1.345083   0.110  0.288  0.000  19 11 1148.329025
     1280000  -1.239397   0.110  0.288  0.000  19 11 1148.329025
     1290000  -1.316190   0.110  0.288  0.000  19 11 1148.329025
     1300000  -1.272055   0.110  0.288  0.000  19 11 1148.329025
     1310000  -1.279136   0.110  0.288  0.000  19 11 1148.329025
     1320000  -1.315883   0.110  0.288  0.000  19 11 1148.329025
     1330000  -1.315124   0.109  0.288  0.000  19 11 1148.329025
     1340000  -1.266229   0.109  0.287  0.000  19 10 4.105165
     1350000  -1.272601   0.109  0.287  0.000  19 11 1148.329025
     1360000  -1.299495   0.109  0.287  0.000  19 11 1148.329025
     1370000  -1.274700   0.109  0.287  0.000  19 11 1148.329025
     1380000  -1.263805   0.109  0.287  0.000  19 11 1148.329025
     1390000  -1.272342   0.109  0.287  0.000  19 11 1148.329025
     1400000  -1.288074   0.109  0.287  0.000  19 11 1148.329025
     1410000  -1.346887   0.109  0.287  0.000  19 11 1148.329025
     1420000  -1.299737   0.108  0.287  0.000  19 11 1148.329025
     1430000  -1.325663   0.108  0.287  0.000  19 11 1148.329025
     1440000  -1.306821   0.108  0.287  0.000  19 11 1148.329025
     1450000  -1.306586   0.108  0.287  0.000  19 11 1148.329025
     1460000  -1.270114   0.108  0.287  0.000  19 10 4.105165
     1470000  -1.257285   0.108  0.287  0.000  14 11 62.755544
     1480000  -1.202204   0.108  0.287  0.000  14 12 33.625616
     1490000  -1.276480   0.108  0.287  0.000  17 12 4.911244
     1500000  -1.205824   0.108  0.287  0.000  15 11 12.456874
     1510000  -1.254396   0.108  0.287  0.000  17 12 4.911244
     1520000  -1.255068   0.108  0.287  0.000  16 11 4.445935
     1530000  -1.267836   0.108  0.287  0.000  16  9 42.701468
     1540000  -1.245177   0.108  0.287  0.000  14 11 62.755544
     1550000  -1.255160   0.108  0.287  0.000  16 11 4.445935
     1560000  -1.304302   0.108  0.287  0.000  17 11 3.222610
     1570000  -1.280810   0.107  0.287  0.000  16 12 4.362110
     1580000  -1.251356   0.107  0.287  0.000  17 12 4.911244
     1590000  -1.255741   0.107  0.287  0.000  16 12 4.362110
     1600000  -1.299228   0.107  0.287  0.000  17 11 3.222610
     1610000  -1.305128   0.107  0.287  0.000  17 12 4.911244
     1620000  -1.246792   0.107  0.287  0.000  16 10 9.795627
     1630000  -1.231057   0.107  0.287  0.000  16  8 322.879519
     1640000  -1.299346   0.107  0.287  0.000  15 12 9.354487
     1650000  -1.262742   0.107  0.287  0.000  15 11 12.456874
     1660000  -1.250681   0.107  0.287  0.000  16 10 9.795627
     1670000  -1.279876   0.107  0.287  0.000  15 12 9.354487
     1680000  -1.269665   0.107  0.287  0.000  17 12 4.911244
     1690000  -1.338711   0.107  0.287  0.000  17 11 3.222610
     1700000  -1.223442   0.107  0.287  0.000  17 12 4.911244
     1710000  -1.212921   0.107  0.287  0.000  12 12 1617.925315
     1720000  -1.290500   0.107  0.287  0.000  13 12 173.963860
     1730000  -1.225514   0.107  0.287  0.000  12 12 1617.925315
     1740000  -1.241956   0.107  0.287  0.000  13 12 173.963860
     1750000  -1.209711   0.108  0.287  0.000  13 12 173.963860
     1760000  -1.295422   0.108  0.287  0.000  13 11 322.632620
     1770000  -1.285915   0.108  0.287  0.000  14 12 33.625616
