           0  -1.166378   0.000  0.000  0.000   5 17 44288.938285
       10000  -1.146409   0.139  0.319  0.000   6 18 2265.972209
       20000  -1.159699   0.136  0.316  0.000   5 18 32123.420904
       30000  -1.205505   0.138  0.317  0.000   4 20 20248.138234
       40000  -1.181250   0.138  0.316  0.000   5 17 44288.938285
       50000  -1.264601   0.137  0.315  0.000   4 19 29255.634549
       60000  -1.232618   0.137  0.315  0.000   4 19 29255.634549
       70000  -1.226037   0.136  0.314  0.000   4 20 20248.138234
       80000  -1.150125   0.136  0.313  0.000   4 20 20248.138234
       90000  -1.224870   0.136  0.313  0.000   5 19 4794.512673
      100000  -1.219265   0.135  0.311  0.000   6 19 334.569348
      110000  -1.125292   0.135  0.312  0.000   5 18 32123.420904
      120000  -1.229808   0.134  0.312  0.000   4 19 29255.634549
      130000  -1.240291   0.132  0.311  0.000   6 19 334.569348
      140000  -1.233821   0.131  0.309  0.000   7 20 27.485041
      150000  -1.180047   0.131  0.308  0.000   7 17 3585.977927
      160000  -1.167882   0.130  0.308  0.000   4 20 20248.138234
      170000  -1.267319   0.130  0.308  0.000   8 18 66.875038
      180000  -1.275568   0.129  0.308  0.000   6 20 229.696373
      190000  -1.246043   0.128  0.307  0.000   4 19 29255.634549
      200000  -1.235322   0.127  0.307  0.000   5 19 4794.512673
      210000  -1.244155   0.126  0.307  0.000   4 20 20248.138234
      220000  -1.246322   0.126  0.306  0.000   7 19 40.508961
      230000  -1.274759   0.125  0.306  0.000   8 20 7.723095
      240000  -1.247383   0.125  0.306  0.000   8 18 66.875038
      250000  -1.292335   0.124  0.305  0.000   4 20 20248.138234
      260000  -1.280603   0.123  0.304  0.000   7 17 3585.977927
      270000  -1.281898   0.122  0.303  0.000   6 20 229.696373
      280000  -1.258561   0.122  0.303  0.000   8 18 66.875038
      290000  -1.227678   0.121  0.303  0.000   7 20 27.485041
      300000  -1.287622   0.120  0.302  0.000   7 18 264.779846
      310000  -1.312021   0.120  0.302  0.000   9 20 4.730867
      320000  -1.302378   0.119  0.301  0.000  10 19 6.277469
      330000  -1.253207   0.118  0.300  0.000   9 18 27.154657
      340000  -1.326037   0.117  0.300  0.000   9 19 5.877309
      350000  -1.297151   0.117  0.299  0.000   8 19 10.644395
      360000  -1.332707   0.116  0.298  0.000   9 19 5.877309
      370000  -1.305467   0.115  0.298  0.000   9 17 296.983147
      380000  -1.298750   0.115  0.297  0.000   8 18 66.875038
      390000  -1.311107   0.114  0.297  0.000   8 19 10.644395
      400000  -1.225398   0.114  0.297  0.000   8 20 7.723095
      410000  -1.225328   0.114  0.297  0.000  10 19 6.277469
      420000  -1.277255   0.113  0.296  0.000   8 20 7.723095
      430000  -1.343578   0.113  0.296  0.000   9 17 296.983147
      440000  -1.267933   0.113  0.296  0.000   9 18 27.154657
      450000  -1.305882   0.113  0.295  0.000   9 20 4.730867
      460000  -1.223555   0.113  0.295  0.000   9 17 296.983147
      470000  -1.249719   0.113  0.295  0.000   8 18 66.875038
      480000  -1.296855   0.113  0.295  0.000   6 19 334.569348
      490000  -1.181253   0.113  0.295  0.000   4 18 19480.673930
      500000  -1.212830   0.113  0.295  0.000   5 18 32123.420904
      510000  -1.163620   0.113  0.296  0.000   5 18 32123.420904
      520000  -1.258303   0.113  0.296  0.000   5 20 3340.422293
      530000  -1.148585   0.113  0.296  0.000   4 20 20248.138234
      540000  -1.215193   0.114  0.297  0.000   4 20 20248.138234
      550000  -1.241629   0.114  0.297  0.000   5 19 4794.512673
      560000  -1.228526   0.114  0.297  0.000   5 20 3340.422293
      570000  -1.161164   0.114  0.298  0.000   4 20 20248.138234
      580000  -1.212152   0.114  0.298  0.000   5 19 4794.512673
      590000  -1.185980   0.115  0.298  0.000   5 20 3340.422293
      600000  -1.235680   0.115  0.298  0.000   7 19 40.508961
      610000  -1.222401   0.115  0.298  0.000   7 19 40.508961
      620000  -1.238049   0.115  0.298  0.000   9 20 4.730867
      630000  -1.235099   0.115  0.298  0.000   9 20 4.730867
      640000  -1.256113   0.115  0.298  0.000   6 18 2265.972209
      650000  -1.246802   0.116  0.298  0.000   9 18 27.154657
      660000  -1.284431   0.116  0.298  0.000   6 18 2265.972209
      670000  -1.205168   0.116  0.298  0.000   9 16 5881.035944
      680000  -1.196509   0.116  0.298  0.000   9 16 5881.035944
      690000  -1.186102   0.116  0.298  0.000  11 15 720.079944
      700000  -1.236600   0.116  0.298  0.000  11 15 720.079944
      710000  -1.218446   0.116  0.298  0.000  11 15 720.079944
      720000  -1.230114   0.116  0.298  0.000   9 16 5881.035944
      730000  -1.217897   0.116  0.298  0.000   8 16 3133.282353
      740000  -1.254498   0.116  0.298  0.000  10 16 431.422125
      750000  -1.298863   0.116  0.298  0.000   9 16 5881.035944
      760000  -1.229769   0.116  0.298  0.000   9 16 5881.035944
      770000  -1.294174   0.117  0.298  0.000  11 18 10.945584
      780000  -1.256696   0.116  0.298  0.000   9 18 27.154657
      790000  -1.253142   0.117  0.298  0.000  10 16 431.422125
      800000  -1.252818   0.116  0.297  0.000  11 19 10.950317
      810000  -1.233070   0.116  0.297  0.000  10 19 6.277469
      820000  -1.224899   0.117  0.297  0.000  10 17 81.197807
      830000  -1.307934   0.117  0.297  0.000  10 17 81.197807
      840000  -1.299915   0.116  0.297  0.000  12 17 13.929346
      850000  -1.230816   0.116  0.297  0.000  10 17 81.197807
      860000  -1.272384   0.116  0.297  0.000  12 17 13.929346
      870000  -1.261587   0.116  0.297  0.000  11 16 84.652554
      880000  -1.306889   0.116  0.297  0.000   9 16 5881.035944
      890000  -1.260843   0.116  0.297  0.000   9 16 5881.035944
      900000  -1.264274   0.116  0.297  0.000  10 17 81.197807
      910000  -1.245658   0.116  0.297  0.000  11 18 10.945584
      920000  -1.245903   0.116  0.297  0.000   8 16 3133.282353
      930000  -1.266162   0.116  0.297  0.000   9 16 5881.035944
      940000  -1.195202   0.116  0.297  0.000   9 16 5881.035944
      950000  -1.232876   0.116  0.297  0.000  11 16 84.652554
      960000  -1.230192   0.116  0.297  0.000   9 16 5881.035944
      970000  -1.298714   0.116  0.297  0.000  11 16 84.652554
      980000  -1.261809   0.116  0.297  0.000   9 16 5881.035944
      990000  -1.217436   0.116  0.297  0.000   6 19 334.569348
     1000000  -1.302523   0.115  0.297  0.000   7 19 40.508961
     1010000  -1.287470   0.115  0.297  0.000   8 18 66.875038
     1020000  -1.315302   0.115  0.296  0.000   7 17 3585.977927
     1030000  -1.290166   0.115  0.296  0.000   7 19 40.508961
     1040000  -1.272211   0.115  0.296  0.000   5 20 3340.422293
     1050000  -1.228571   0.115  0.296  0.000   6 19 334.569348
     1060000  -1.296771   0.115  0.296  0.000   7 20 27.485041
