           0  -1.266569   0.000  0.000  0.000  19  7 13756380000.000000
       10000  -1.262507   0.101  0.292  0.000  19  7 13756380000.000000
       20000  -1.280256   0.101  0.293  0.000  19  7 13756380000.000000
       30000  -1.225365   0.099  0.291  0.000  19  7 13756380000.000000
       40000  -1.333746   0.097  0.290  0.000  19  7 13756380000.000000
       50000  -1.235441   0.096  0.288  0.000  19  8 1670289000.000000
       60000  -1.306103   0.094  0.287  0.000  21  6 123285000.000000
       70000  -1.302142   0.095  0.288  0.000  19  7 13756380000.000000
       80000  -1.282566   0.095  0.288  0.000  19  8 1670289000.000000
       90000  -1.270853   0.095  0.288  0.000  19  8 1670289000.000000
      100000  -1.279531   0.096  0.288  0.000  19  8 1670289000.000000
      110000  -1.362611   0.096  0.288  0.000  21  7 38902800.000000
      120000  -1.240464   0.095  0.288  0.000  19  7 13756380000.000000
      130000  -1.262480   0.096  0.288  0.000  19  8 1670289000.000000
      140000  -1.269942   0.096  0.288  0.000  19  7 13756380000.000000
      150000  -1.229501   0.097  0.289  0.000  19  7 13756380000.000000
      160000  -1.304085   0.097  0.289  0.000  20  7 192609300.000000
      170000  -1.227644   0.097  0.289  0.000  19  7 13756380000.000000
      180000  -1.221757   0.098  0.290  0.000  19  7 13756380000.000000
      190000  -1.212427   0.098  0.291  0.000  19  7 13756380000.000000
      200000  -1.266568   0.099  0.291  0.000  19  7 13756380000.000000
      210000  -1.262160   0.099  0.291  0.000  19  7 13756380000.000000
      220000  -1.265529   0.099  0.291  0.000  19  8 1670289000.000000
      230000  -1.204904   0.099  0.291  0.000  19  7 13756380000.000000
      240000  -1.308365   0.099  0.292  0.000  19  9 265239900.000000
      250000  -1.223357   0.099  0.292  0.000  19  7 13756380000.000000
      260000  -1.231873   0.099  0.292  0.000  19  7 13756380000.000000
      270000  -1.259170   0.099  0.292  0.000  19  7 13756380000.000000
      280000  -1.273219   0.099  0.292  0.000  19  7 13756380000.000000
      290000  -1.335340   0.099  0.292  0.000  19  7 13756380000.000000
      300000  -1.238132   0.099  0.292  0.000  19  7 13756380000.000000
      310000  -1.276984   0.099  0.292  0.000  19  7 13756380000.000000
      320000  -1.309091   0.099  0.292  0.000  19  7 13756380000.000000
      330000  -1.308163   0.099  0.291  0.000  20  7 192609300.000000
      340000  -1.294775   0.098  0.291  0.000  19  7 13756380000.000000
      350000  -1.268240   0.098  0.291  0.000  19  7 13756380000.000000
      360000  -1.245393   0.098  0.291  0.000  19  7 13756380000.000000
      370000  -1.241386   0.098  0.291  0.000  19  7 13756380000.000000
      380000  -1.205956   0.099  0.291  0.000  19  8 1670289000.000000
      390000  -1.273554   0.099  0.291  0.000  19  7 13756380000.000000
      400000  -1.285538   0.098  0.291  0.000  19  7 13756380000.000000
      410000  -1.273670   0.098  0.291  0.000  19  7 13756380000.000000
      420000  -1.300781   0.098  0.291  0.000  19  7 13756380000.000000
      430000  -1.314073   0.098  0.291  0.000  21  6 123285000.000000
      440000  -1.255770   0.097  0.290  0.000  19  7 13756380000.000000
      450000  -1.266304   0.097  0.290  0.000  19  7 13756380000.000000
      460000  -1.260674   0.097  0.290  0.000  19  7 13756380000.000000
      470000  -1.216102   0.097  0.290  0.000  19  7 13756380000.000000
      480000  -1.260589   0.098  0.290  0.000  19  8 1670289000.000000
      490000  -1.259005   0.097  0.290  0.000  19  7 13756380000.000000
      500000  -1.249586   0.097  0.290  0.000  19  7 13756380000.000000
      510000  -1.274954   0.098  0.290  0.000  19  7 13756380000.000000
      520000  -1.244815   0.098  0.290  0.000  19  7 13756380000.000000
      530000  -1.309555   0.098  0.290  0.000  19  7 13756380000.000000
      540000  -1.226057   0.098  0.290  0.000  19  7 13756380000.000000
      550000  -1.255930   0.098  0.291  0.000  19  7 13756380000.000000
      560000  -1.295842   0.098  0.291  0.000  20  8 40660200.000000
      570000  -1.258694   0.098  0.291  0.000  19  7 13756380000.000000
      580000  -1.249014   0.098  0.291  0.000  19  7 13756380000.000000
      590000  -1.196855   0.098  0.291  0.000  19  7 13756380000.000000
      600000  -1.297803   0.098  0.291  0.000  19  7 13756380000.000000
      610000  -1.299752   0.098  0.290  0.000  19  7 13756380000.000000
      620000  -1.259498   0.098  0.290  0.000  19  7 13756380000.000000
      630000  -1.179458   0.098  0.290  0.000  19  8 1670289000.000000
      640000  -1.204878   0.098  0.290  0.000  19  7 13756380000.000000
      650000  -1.254717   0.098  0.291  0.000  19  7 13756380000.000000
      660000  -1.198318   0.098  0.291  0.000  19  7 13756380000.000000
