        0.0000  -1.531258   0.290119  -1.241139 
      500.0000  -1.534240   0.290772  -1.243468 
     1000.0000  -1.539786   0.298101  -1.241685 
     1500.0000  -1.541610   0.291072  -1.250538 
     2000.0000  -1.543890   0.293827  -1.250063 
     2500.0000  -1.548719   0.294686  -1.254034 
     3000.0000  -1.535899   0.300055  -1.235844 
     3500.0000  -1.535646   0.291717  -1.243929 
     4000.0000  -1.544108   0.291512  -1.252596 
     4500.0000  -1.542507   0.293594  -1.248914 
     5000.0000  -1.539062   0.297416  -1.241646 
     5500.0000  -1.543611   0.292693  -1.250918 
     6000.0000  -1.544361   0.292058  -1.252303 
     6500.0000  -1.542073   0.295346  -1.246728 
     7000.0000  -1.536624   0.290611  -1.246013 
     7500.0000  -1.532476   0.288087  -1.244389 
     8000.0000  -1.543056   0.288325  -1.254731 
     8500.0000  -1.539393   0.295811  -1.243582 
     9000.0000  -1.542530   0.296923  -1.245607 
     9500.0000  -1.536982   0.296568  -1.240415 
    10000.0000  -1.543997   0.294730  -1.249267 
    10500.0000  -1.538260   0.294410  -1.243850 
    11000.0000  -1.536137   0.296459  -1.239678 
    11500.0000  -1.539308   0.303566  -1.235743 
    12000.0000  -1.543802   0.295886  -1.247916 
    12500.0000  -1.545749   0.291836  -1.253913 
    13000.0000  -1.552038   0.292826  -1.259212 
    13500.0000  -1.549858   0.292141  -1.257717 
    14000.0000  -1.546971   0.294976  -1.251995 
    14500.0000  -1.535178   0.295188  -1.239990 
    15000.0000  -1.526770   0.294372  -1.232398 
    15500.0000  -1.546464   0.293991  -1.252474 
    16000.0000  -1.541267   0.293425  -1.247842 
    16500.0000  -1.543804   0.297387  -1.246417 
    17000.0000  -1.544879   0.292718  -1.252162 
    17500.0000  -1.540714   0.291211  -1.249503 
    18000.0000  -1.546635   0.297827  -1.248808 
    18500.0000  -1.549319   0.296290  -1.253028 
    19000.0000  -1.542148   0.294228  -1.247919 
    19500.0000  -1.538776   0.298110  -1.240666 
    20000.0000  -1.540833   0.296332  -1.244502 
    20500.0000  -1.531836   0.295952  -1.235884 
    21000.0000  -1.542328   0.293876  -1.248453 
    21500.0000  -1.540343   0.295906  -1.244437 
    22000.0000  -1.539195   0.287869  -1.251325 
    22500.0000  -1.542208   0.294858  -1.247350 
    23000.0000  -1.546251   0.295462  -1.250790 
    23500.0000  -1.537067   0.293477  -1.243591 
    24000.0000  -1.541285   0.297423  -1.243862 
    24500.0000  -1.532039   0.295415  -1.236624 
    25000.0000  -1.540883   0.296922  -1.243961 
    25500.0000  -1.544436   0.296008  -1.248428 
    26000.0000  -1.542569   0.300132  -1.242437 
    26500.0000  -1.536394   0.291482  -1.244912 
    27000.0000  -1.540062   0.290437  -1.249625 
    27500.0000  -1.537605   0.295945  -1.241660 
    28000.0000  -1.540986   0.299294  -1.241693 
    28500.0000  -1.532943   0.294626  -1.238317 
    29000.0000  -1.533982   0.290702  -1.243280 
    29500.0000  -1.534714   0.298666  -1.236048 
    30000.0000  -1.543071   0.295550  -1.247521 
