           0  -1.356832   0.000  0.000  0.000  22  9 219.771567
       10000  -1.356625   0.092  0.279  0.000  22  9 219.771567
       20000  -1.355106   0.090  0.275  0.000  22  9 219.771567
       30000  -1.302946   0.089  0.275  0.000  22  9 219.771567
       40000  -1.277352   0.089  0.275  0.000  22  9 219.771567
       50000  -1.352306   0.089  0.276  0.000  22  9 219.771567
       60000  -1.282691   0.091  0.277  0.000  22  9 219.771567
       70000  -1.267330   0.090  0.277  0.000  22  9 219.771567
       80000  -1.281042   0.090  0.277  0.000  22  9 219.771567
       90000  -1.303289   0.090  0.277  0.000  22  9 219.771567
      100000  -1.338149   0.089  0.276  0.000  22  9 219.771567
      110000  -1.304577   0.089  0.276  0.000  22  9 219.771567
      120000  -1.327417   0.089  0.275  0.000  22  9 219.771567
      130000  -1.353338   0.089  0.275  0.000  22  9 219.771567
      140000  -1.308799   0.088  0.275  0.000  22  9 219.771567
      150000  -1.275554   0.088  0.275  0.000  22  9 219.771567
      160000  -1.335994   0.089  0.275  0.000  22  9 219.771567
      170000  -1.333968   0.088  0.275  0.000  22  9 219.771567
      180000  -1.314873   0.088  0.275  0.000  22  9 219.771567
      190000  -1.296507   0.088  0.275  0.000  22  9 219.771567
      200000  -1.345443   0.088  0.274  0.000  22  9 219.771567
      210000  -1.322679   0.088  0.274  0.000  22  9 219.771567
      220000  -1.302525   0.089  0.275  0.000  20  8 3.962911
      230000  -1.209829   0.090  0.276  0.000  19  9 3.886057
      240000  -1.329106   0.091  0.276  0.000  20  9 2.139219
      250000  -1.271244   0.092  0.277  0.000  19 10 2.048566
      260000  -1.307596   0.092  0.277  0.000  20  9 2.139219
      270000  -1.285936   0.093  0.278  0.000  19  8 18.760825
      280000  -1.325158   0.094  0.278  0.000  20  9 2.139219
      290000  -1.328542   0.094  0.278  0.000  20  9 2.139219
      300000  -1.218922   0.095  0.279  0.000  17  9 26.287316
      310000  -1.307305   0.096  0.279  0.000  18  9 9.240957
      320000  -1.249338   0.096  0.280  0.000  19  8 18.760825
      330000  -1.264256   0.097  0.280  0.000  19 10 2.048566
      340000  -1.312474   0.097  0.280  0.000  20  9 2.139219
      350000  -1.223624   0.098  0.280  0.000  20 10 3.169728
      360000  -1.283946   0.098  0.280  0.000  19  9 3.886057
      370000  -1.274698   0.099  0.280  0.000  17  9 26.287316
      380000  -1.349129   0.099  0.281  0.000  20 10 3.169728
      390000  -1.260695   0.099  0.281  0.000  18  8 100.370402
      400000  -1.239542   0.100  0.281  0.000  19  7 135.255462
      410000  -1.295226   0.100  0.282  0.000  18  8 100.370402
      420000  -1.301753   0.100  0.282  0.000  20 10 3.169728
      430000  -1.353386   0.100  0.282  0.000  20 10 3.169728
      440000  -1.305732   0.100  0.282  0.000  19  9 3.886057
