           0  -1.253959   0.000  0.000  0.000  19  7 372.043469
       10000  -1.285390   0.099  0.289  0.000  20  7 54.804420
       20000  -1.206082   0.099  0.289  0.000  18  7 1462.605468
       30000  -1.303220   0.100  0.289  0.000  19  7 372.043469
       40000  -1.280855   0.103  0.294  0.000  19  7 372.043469
       50000  -1.295853   0.101  0.293  0.000  19  7 372.043469
       60000  -1.266809   0.099  0.291  0.000  19  7 372.043469
       70000  -1.375107   0.096  0.290  0.000  21  8 4.910594
       80000  -1.264561   0.094  0.288  0.000  20  7 54.804420
       90000  -1.317199   0.092  0.287  0.000  18  7 1462.605468
      100000  -1.366947   0.091  0.285  0.000  19  8 41.570561
      110000  -1.294643   0.089  0.284  0.000  21  8 4.910594
      120000  -1.318297   0.088  0.283  0.000  20  6 250.851476
      130000  -1.332199   0.087  0.283  0.000  20  7 54.804420
      140000  -1.268329   0.086  0.282  0.000  19  7 372.043469
      150000  -1.314400   0.086  0.282  0.000  20  8 10.103816
      160000  -1.302297   0.085  0.281  0.000  19  7 372.043469
      170000  -1.342926   0.084  0.280  0.000  19  7 372.043469
      180000  -1.222501   0.084  0.281  0.000  19  7 372.043469
      190000  -1.210409   0.085  0.282  0.000  19  6 1590.098135
      200000  -1.250139   0.086  0.283  0.000  17  7 5030.262625
      210000  -1.245244   0.087  0.284  0.000  19  7 372.043469
      220000  -1.220385   0.089  0.284  0.000  19  7 372.043469
      230000  -1.220321   0.090  0.286  0.000  18  8 182.258382
      240000  -1.231260   0.091  0.286  0.000  17  8 395.729818
      250000  -1.263360   0.091  0.287  0.000  19  7 372.043469
      260000  -1.283266   0.091  0.287  0.000  19  7 372.043469
      270000  -1.236545   0.091  0.287  0.000  19  7 372.043469
      280000  -1.212650   0.092  0.287  0.000  18  6 30540.526575
      290000  -1.256091   0.092  0.287  0.000  18  6 30540.526575
      300000  -1.296550   0.093  0.287  0.000  22  7 3.419071
      310000  -1.291724   0.093  0.287  0.000  21  4 2328.905693
      320000  -1.268674   0.093  0.288  0.000  21  4 2328.905693
      330000  -1.296820   0.093  0.287  0.000  19  7 372.043469
      340000  -1.220769   0.093  0.288  0.000  19  6 1590.098135
      350000  -1.189804   0.093  0.288  0.000  21  6 24.468137
      360000  -1.231550   0.093  0.288  0.000  21  7 9.860431
      370000  -1.166864   0.094  0.289  0.000  19  5 12875.176349
      380000  -1.255605   0.094  0.289  0.000  19  7 372.043469
      390000  -1.279047   0.094  0.289  0.000  20  6 250.851476
      400000  -1.218393   0.095  0.290  0.000  19  6 1590.098135
      410000  -1.267753   0.095  0.290  0.000  20  6 250.851476
      420000  -1.266584   0.095  0.290  0.000  20  6 250.851476
      430000  -1.267853   0.095  0.290  0.000  22  6 5.085883
      440000  -1.327794   0.095  0.290  0.000  22  7 3.419071
      450000  -1.235476   0.095  0.290  0.000  18  6 30540.526575
      460000  -1.271245   0.095  0.290  0.000  20  6 250.851476
      470000  -1.341794   0.095  0.290  0.000  20  6 250.851476
      480000  -1.264100   0.095  0.290  0.000  18  6 30540.526575
      490000  -1.201150   0.095  0.290  0.000  20  7 54.804420
      500000  -1.277869   0.096  0.290  0.000  19  7 372.043469
      510000  -1.332054   0.096  0.290  0.000  20  8 10.103816
      520000  -1.187359   0.096  0.290  0.000  19  7 372.043469
      530000  -1.195467   0.096  0.290  0.000  18  6 30540.526575
      540000  -1.256742   0.096  0.290  0.000  19  7 372.043469
      550000  -1.305098   0.096  0.290  0.000  20  7 54.804420
      560000  -1.257356   0.096  0.290  0.000  21  6 24.468137
      570000  -1.272325   0.096  0.290  0.000  19  7 372.043469
      580000  -1.322075   0.096  0.290  0.000  19  7 372.043469
      590000  -1.258485   0.096  0.290  0.000  19  7 372.043469
      600000  -1.258195   0.096  0.290  0.000  19  7 372.043469
      610000  -1.220008   0.097  0.291  0.000  19  7 372.043469
      620000  -1.225861   0.097  0.291  0.000  19  8 41.570561
      630000  -1.240951   0.097  0.291  0.000  20  8 10.103816
      640000  -1.277803   0.097  0.291  0.000  20  7 54.804420
      650000  -1.317719   0.097  0.291  0.000  20  8 10.103816
      660000  -1.303460   0.097  0.291  0.000  19  5 12875.176349
      670000  -1.299798   0.097  0.291  0.000  20  7 54.804420
      680000  -1.250287   0.097  0.291  0.000  20  6 250.851476
      690000  -1.229109   0.097  0.291  0.000  19  7 372.043469
      700000  -1.274408   0.097  0.291  0.000  20  7 54.804420
      710000  -1.315091   0.097  0.291  0.000  19  7 372.043469
      720000  -1.270412   0.097  0.291  0.000  20  7 54.804420
      730000  -1.271759   0.097  0.291  0.000  21  7 9.860431
      740000  -1.289366   0.097  0.291  0.000  21  7 9.860431
      750000  -1.218847   0.097  0.291  0.000  19  6 1590.098135
      760000  -1.298215   0.097  0.291  0.000  20  7 54.804420
      770000  -1.256091   0.097  0.291  0.000  19  7 372.043469
      780000  -1.220604   0.097  0.291  0.000  18  7 1462.605468
      790000  -1.261236   0.097  0.291  0.000  19  7 372.043469
      800000  -1.249470   0.098  0.291  0.000  19  7 372.043469
      810000  -1.243551   0.098  0.291  0.000  18  7 1462.605468
      820000  -1.316069   0.098  0.291  0.000  19  7 372.043469
      830000  -1.225812   0.098  0.291  0.000  20  7 54.804420
      840000  -1.276823   0.098  0.291  0.000  19  7 372.043469
      850000  -1.270204   0.098  0.291  0.000  19  7 372.043469
      860000  -1.315546   0.098  0.291  0.000  19  7 372.043469
      870000  -1.279264   0.098  0.291  0.000  18  7 1462.605468
      880000  -1.287412   0.098  0.291  0.000  18  6 30540.526575
      890000  -1.288941   0.098  0.291  0.000  20  6 250.851476
      900000  -1.214034   0.098  0.291  0.000  19  6 1590.098135
      910000  -1.198925   0.098  0.291  0.000  19  5 12875.176349
      920000  -1.224131   0.098  0.291  0.000  18  7 1462.605468
      930000  -1.193848   0.098  0.291  0.000  18  6 30540.526575
      940000  -1.187107   0.098  0.291  0.000  21  6 24.468137
      950000  -1.297730   0.098  0.291  0.000  19  7 372.043469
      960000  -1.298410   0.098  0.291  0.000  19  8 41.570561
      970000  -1.242430   0.098  0.291  0.000  21  4 2328.905693
      980000  -1.328523   0.098  0.291  0.000  20  7 54.804420
      990000  -1.285268   0.098  0.291  0.000  21  8 4.910594
     1000000  -1.316356   0.098  0.291  0.000  20  7 54.804420
     1010000  -1.291761   0.098  0.291  0.000  21  7 9.860431
     1020000  -1.297119   0.098  0.291  0.000  19  7 372.043469
     1030000  -1.273647   0.098  0.291  0.000  20  7 54.804420
     1040000  -1.257783   0.098  0.291  0.000  19  7 372.043469
     1050000  -1.226630   0.098  0.291  0.000  20  7 54.804420
     1060000  -1.286849   0.098  0.291  0.000  20  7 54.804420
     1070000  -1.280363   0.098  0.291  0.000  19  7 372.043469
     1080000  -1.251483   0.098  0.291  0.000  19  7 372.043469
     1090000  -1.280240   0.098  0.291  0.000  19  7 372.043469
     1100000  -1.264446   0.098  0.291  0.000  20  7 54.804420
     1110000  -1.302255   0.098  0.291  0.000  21  7 9.860431
     1120000  -1.294803   0.098  0.291  0.000  19  7 372.043469
     1130000  -1.275895   0.098  0.291  0.000  20  6 250.851476
     1140000  -1.298099   0.098  0.291  0.000  19  8 41.570561
     1150000  -1.314482   0.098  0.291  0.000  19  7 372.043469
     1160000  -1.286446   0.098  0.290  0.000  20  7 54.804420
     1170000  -1.346174   0.098  0.290  0.000  20  7 54.804420
     1180000  -1.275525   0.098  0.290  0.000  21  7 9.860431
     1190000  -1.285434   0.098  0.290  0.000  20  7 54.804420
     1200000  -1.289563   0.098  0.290  0.000  21  8 4.910594
     1210000  -1.246766   0.098  0.290  0.000  20  7 54.804420
     1220000  -1.239429   0.098  0.290  0.000  21  7 9.860431
     1230000  -1.276415   0.098  0.290  0.000  20  8 10.103816
     1240000  -1.211386   0.098  0.290  0.000  18  6 30540.526575
     1250000  -1.232310   0.098  0.290  0.000  20  6 250.851476
     1260000  -1.257277   0.098  0.291  0.000  19  6 1590.098135
     1270000  -1.201872   0.098  0.291  0.000  19  6 1590.098135
     1280000  -1.286537   0.098  0.291  0.000  20  6 250.851476
     1290000  -1.302303   0.098  0.291  0.000  21  6 24.468137
     1300000  -1.273718   0.099  0.291  0.000  22  4 354.632595
     1310000  -1.233065   0.099  0.291  0.000  22  2 138832.997763
