           0  -1.237182   0.000  0.000  0.000   6 17 10512.543480
       10000  -1.176951   0.124  0.305  0.000   9 15 11638.530220
       20000  -1.300294   0.126  0.305  0.000   9 16 891.304076
       30000  -1.312043   0.125  0.303  0.000   9 17 116.343421
       40000  -1.184353   0.125  0.304  0.000   6 17 10512.543480
       50000  -1.272943   0.124  0.304  0.000   8 18 23.756914
       60000  -1.168521   0.124  0.305  0.000   6 16 95616.716517
       70000  -1.122849   0.127  0.308  0.000   9 15 11638.530220
       80000  -1.218637   0.126  0.307  0.000   9 17 116.343421
       90000  -1.295836   0.124  0.305  0.000   9 20 1.956217
      100000  -1.337850   0.121  0.304  0.000  10 19 3.118587
      110000  -1.214202   0.119  0.303  0.000   9 19 2.357541
      120000  -1.293753   0.117  0.302  0.000  10 17 116.743989
      130000  -1.222545   0.115  0.300  0.000   6 19 137.105132
      140000  -1.189864   0.114  0.299  0.000   9 16 891.304076
      150000  -1.287444   0.112  0.298  0.000  10 19 3.118587
      160000  -1.269061   0.112  0.297  0.000   8 17 277.731222
      170000  -1.268165   0.111  0.297  0.000   9 19 2.357541
      180000  -1.266592   0.110  0.297  0.000   8 19 4.426564
      190000  -1.192402   0.110  0.297  0.000   8 18 23.756914
      200000  -1.295892   0.110  0.297  0.000  10 17 116.743989
      210000  -1.284399   0.110  0.297  0.000  10 19 3.118587
      220000  -1.246540   0.109  0.296  0.000  10 19 3.118587
      230000  -1.207761   0.109  0.296  0.000   9 16 891.304076
      240000  -1.293841   0.109  0.296  0.000   8 20 3.382597
      250000  -1.293425   0.108  0.295  0.000  10 20 2.862246
      260000  -1.326349   0.107  0.294  0.000   9 19 2.357541
      270000  -1.241837   0.107  0.294  0.000   8 20 3.382597
      280000  -1.339155   0.106  0.293  0.000  10 20 2.862246
      290000  -1.353266   0.106  0.292  0.000   7 20 12.354064
      300000  -1.272113   0.105  0.292  0.000  10 19 3.118587
      310000  -1.288994   0.105  0.292  0.000   8 20 3.382597
      320000  -1.211589   0.106  0.292  0.000   7 18 99.838034
      330000  -1.248873   0.106  0.291  0.000   7 18 99.838034
      340000  -1.219378   0.106  0.291  0.000   5 18 12030.638304
      350000  -1.292457   0.106  0.291  0.000   6 20 98.658385
      360000  -1.234063   0.107  0.291  0.000   6 19 137.105132
      370000  -1.234777   0.108  0.291  0.000   5 19 1947.412358
      380000  -1.180654   0.108  0.292  0.000   5 18 12030.638304
      390000  -1.249159   0.108  0.292  0.000   7 17 1233.342562
      400000  -1.258986   0.108  0.292  0.000   8 20 3.382597
      410000  -1.326452   0.108  0.292  0.000   6 18 838.101842
      420000  -1.270339   0.109  0.292  0.000  10 17 116.743989
      430000  -1.266508   0.109  0.291  0.000   8 16 2295.230204
      440000  -1.311126   0.109  0.291  0.000  10 19 3.118587
      450000  -1.332727   0.108  0.291  0.000  10 17 116.743989
      460000  -1.369029   0.108  0.290  0.000   8 20 3.382597
      470000  -1.290331   0.108  0.290  0.000   6 18 838.101842
      480000  -1.326349   0.108  0.290  0.000  10 20 2.862246
      490000  -1.332046   0.108  0.290  0.000   9 18 10.769738
      500000  -1.292381   0.108  0.289  0.000   5 19 1947.412358
      510000  -1.210516   0.108  0.289  0.000   4 17 301629.474264
      520000  -1.241276   0.108  0.290  0.000   5 18 12030.638304
      530000  -1.219517   0.108  0.290  0.000   5 19 1947.412358
      540000  -1.106331   0.108  0.291  0.000   4 18 80032.225670
      550000  -1.183292   0.109  0.291  0.000   6 17 10512.543480
      560000  -1.243736   0.109  0.291  0.000   8 18 23.756914
      570000  -1.299601   0.109  0.291  0.000   7 19 16.894996
      580000  -1.248939   0.109  0.291  0.000   5 19 1947.412358
      590000  -1.244169   0.109  0.292  0.000   7 17 1233.342562
      600000  -1.194096   0.109  0.292  0.000   7 15 150132.984572
      610000  -1.250254   0.109  0.292  0.000   8 16 2295.230204
      620000  -1.189721   0.110  0.292  0.000   6 16 95616.716517
      630000  -1.128696   0.110  0.292  0.000   4 17 301629.474264
      640000  -1.191347   0.111  0.293  0.000   7 17 1233.342562
      650000  -1.248357   0.111  0.293  0.000   6 16 95616.716517
      660000  -1.268522   0.111  0.293  0.000   6 16 95616.716517
      670000  -1.280921   0.111  0.293  0.000   8 16 2295.230204
      680000  -1.302207   0.111  0.293  0.000   7 18 99.838034
      690000  -1.215522   0.111  0.293  0.000   8 18 23.756914
      700000  -1.253677   0.111  0.293  0.000   5 20 1401.112493
      710000  -1.283087   0.112  0.293  0.000   6 20 98.658385
      720000  -1.340860   0.112  0.293  0.000   9 20 1.956217
      730000  -1.253871   0.112  0.293  0.000   8 20 3.382597
      740000  -1.177047   0.112  0.293  0.000   5 20 1401.112493
      750000  -1.155884   0.112  0.293  0.000   6 16 95616.716517
      760000  -1.143836   0.113  0.294  0.000   4 17 301629.474264
      770000  -1.186945   0.113  0.294  0.000   5 17 150994.200302
